"From","Line","Target"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minima_full v31.md","4769","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","1","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","22","7. Run Trace butonu ile programı uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","58","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","59","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","60","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","76","uxm31_full_tool.exe run program.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minima_IDE_vscode.md","93","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","39","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","40","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","41","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","78","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","84","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","92","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","93","uxm31_compiler_full.exe tests_full\test20_fifo_char_order.uxm build\test20.asm build\test20.uir.json build\test20.opt.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","95","fbc uxm31_runtime_fb_full.bas build\test20.obj -x build\test20.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","106","fbc uxm31_full_tool_fb.bas -x uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","107","uxm31_full_tool.exe run tests_full\test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","113","uxm31_full_tool.exe uir tests_full\test20_fifo_char_order.uxm build\test20.uir.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","119","uxm31_full_tool.exe opt tests_full\test20_fifo_char_order.uxm build\test20.opt.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","131","uxm31_full_tool.exe ide ide_run.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1009","uxm31_full_tool.exe run tests_full\test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1041","uxm31_full_tool.exe uir tests_full\test20_fifo_char_order.uxm build\test20.uir.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1047","uxm31_compiler_full.exe tests_full\test20_fifo_char_order.uxm build\test20.asm build\test20.uir.json build\test20.opt.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1081","uxm31_full_tool.exe opt tests_full\test35_optimizer_visible_result.uxm build\test35.opt.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1187","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1201","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1322","uxm31_full_tool.exe run program.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1323","uxm31_full_tool.exe uir program.uxm build\program.uir.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1324","uxm31_full_tool.exe opt program.uxm build\program.opt.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1325","uxm31_compiler_full.exe program.uxm build\program.asm build\program.uir.json build\program.opt.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uX_Minima_Kullanim Klavuzu.md","1327","fbc uxm31_runtime_fb_full.bas build\program.obj -x build\program.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","132","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","133","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","134","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","297","uxm31_full_tool.exe run program.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","326","uxm31_full_tool.exe uir program.uxm build\program.uir.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","327","uxm31_full_tool.exe opt program.uxm build\program.opt.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","348","uxm31_compiler_full.exe program.uxm build\program.asm build\program.uir.json build\program.opt.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","350","fbc uxm31_runtime_fb_full.bas build\program.obj -x build\program.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","395","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","396","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\ux_minimax_ide_tasarimi_dusuncesi.md","397","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\UX-FP V1\Decimal_FP_Sistemi.md","1075","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","1242","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2349","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2350","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2351","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2361","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2363","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2365","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2400","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2401","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2621","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2622","uxm31_compiler_full.exe program.uxm build\program.asm build\program.uir.json build\program.opt.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2624","fbc uxm31_runtime_fb_full.bas build\program.obj -x build\program.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2630","build_native.bat program.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2631","run_trace.bat program.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2632","run_tests.bat"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2672","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2673","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\uxm_V3.1_Full_Final\yeni tasarim eksiklikler.md","2674","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","1242","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2349","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2350","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2351","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2361","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2363","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2365","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2400","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2401","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2621","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2622","uxm31_compiler_full.exe program.uxm build\program.asm build\program.uir.json build\program.opt.json"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2624","fbc uxm31_runtime_fb_full.bas build\program.obj -x build\program.exe"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2630","build_native.bat program.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2631","run_trace.bat program.uxm"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2632","run_tests.bat"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2672","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2673","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\uxm31_FULL_FINAL_REAL\yeni tasarim eksiklikler.md","2674","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\uxminimabilgi.md","183","uxm_v2_compiler.bas"
"C:\Users\mete\Downloads\uxminima\uxminimabilgi.md","367","fbc uxm_v2_runtime.bas build.obj -x program.exe"
"C:\Users\mete\Downloads\uxminima\uxminimabilgi.md","1394","fbc uxm_v2_runtime.bas build.obj -x program.exe"
"C:\Users\mete\Downloads\uxminima\uxminimabilgi.md","1916","uxm_v2_runtime.bas"
"C:\Users\mete\Downloads\uxminima\uxminimabilgi.md","1922","fbc uxm_v2_runtime.bas build.obj -x program.exe"
"C:\Users\mete\Downloads\uxminima\uxminimabilgi.md","2080","fbc uxm_v2_compiler.bas -x uxm_v2_compiler.exe"
"C:\Users\mete\Downloads\uxminima\uxminimabilgi.md","2086","uxm_v2_compiler.exe"
"C:\Users\mete\Downloads\uxminima\uxminimabilgi.md","2098","fbc uxm_v2_runtime.bas build.obj -x program.exe"
