"From","Line","Target"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","1554","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","2836","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","2838","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","3048","uxm31_compiler_fb_full.exe kaynak.uxm cikis.asm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","3049","uxm31_compiler_fb_full.exe kaynak.uxm cikis.asm cikis.uir.json cikis.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","3054",".uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","3055",".opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","3080","-o program.obj"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","3082","fbc uxm31_runtime_fb_full.bas program.obj -x program.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4445","1. .asm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4446","2. .uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4447","3. .opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4453","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4454","uxm31_compiler_full.exe tests\test05_meta_add.uxm build\test05.asm build\test05.uir.json build\test05.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4455","nasm -f win64 build\test05.asm -o build\test05.obj"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4456","fbc uxm31_runtime_fb_full.bas build\test05.obj -x build\test05.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4457","build\test05.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4463","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4464","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4465","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4468","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4468","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4478","tests_full\test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4494","tests_full\test21_fifo_count_peek.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4513","tests_full\test22_data_write_read_char.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4527","tests_full\test23_data_digit_ascii_to_number.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4539","tests_full\test24_data_block_copy_print.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4567","tests_full\test25_data_sort_ascending.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4596","tests_full\test26_tape_sort_descending_chars.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4613","tests_full\test27_tape_linear_search.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4629","tests_full\test28_dynamic_meta_fifo.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4643","tests_full\test29_nested_macro_call.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4653","tests_full\test30_word_mode_add.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4666","tests_full\test31_safe_mode_wild_denied.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4681","tests_full\test32_wild_layout_change.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4696","tests_full\test33_bitwise_and_stack.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4710","tests_full\test34_data_block_clear.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4731","tests_full\test35_optimizer_visible_result.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4748","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4749","fbc uxm31_full_tool_fb.bas -x uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4755","uxm31_compiler_full.exe tests_full\test20_fifo_char_order.uxm build\test20.asm build\test20.uir.json build\test20.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4756","nasm -f win64 build\test20.asm -o build\test20.obj"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4757","fbc uxm31_runtime_fb_full.bas build\test20.obj -x build\test20.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4758","build\test20.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4764","uxm31_full_tool.exe run tests_full\test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4765","uxm31_full_tool.exe uir tests_full\test20_fifo_char_order.uxm build\test20.uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4766","uxm31_full_tool.exe opt tests_full\test20_fifo_char_order.uxm build\test20.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4769","test32_wild_layout_change.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_full v31.md","4769","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","1","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","16","1. .uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","22","7. Run Trace butonu ile programı uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","33","package.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","34","tsconfig.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","35","language-configuration.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","37","uxm.tmLanguage.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","41","extension.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","42","commands.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","43","diagnostics.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","44","metaServices.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","45","traceReader.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","46","toolchain.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","48","memoryView.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","49","traceView.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","50","stackView.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","51","fifoView.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","52","dataView.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","58","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","59","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","60","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","61","README_TOOLCHAIN.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","63","UXM_LANGUAGE_SPEC.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","64","UXM_META_SERVICES.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","65","UXM_MEMORY_MODEL.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","66","UXM_IDE_PROTOCOL.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","67","UXM_TRACE_FORMAT.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","68","UXM_EXAMPLES.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","70","copilot-instructions.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","71","README.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","76","uxm31_full_tool.exe run program.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","93","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","201",".github/copilot-instructions.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","202","docs/UXM_LANGUAGE_SPEC.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","203","docs/UXM_META_SERVICES.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","204","docs/UXM_MEMORY_MODEL.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","205","docs/UXM_IDE_PROTOCOL.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","206","docs/UXM_TRACE_FORMAT.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","207","docs/UXM_EXAMPLES.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","212",".github/copilot-instructions.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","222","- .uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","267","manda tasks.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","274","1. .uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","303","package.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","304","language-configuration.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","305","syntaxes/uxm.tmLanguage.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","307","src/extension.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","308","src/toolchain.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","309","src/traceReader.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","310","src/views/memoryView.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","311","docs/UXM_LANGUAGE_SPEC.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minima_IDE_vscode.md","312",".github/copilot-instructions.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1","KULLANMA_KILAVUZU.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","39","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","40","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","41","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","78","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","80","x64 NASM .asm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","82","NASM ile .obj"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","84","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","86","Windows .exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","92","fbc uxm31_compiler_fb_full.bas -x uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","93","uxm31_compiler_full.exe tests_full\test20_fifo_char_order.uxm build\test20.asm build\test20.uir.json build\test20.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","94","nasm -f win64 build\test20.asm -o build\test20.obj"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","95","fbc uxm31_runtime_fb_full.bas build\test20.obj -x build\test20.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","96","build\test20.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","106","fbc uxm31_full_tool_fb.bas -x uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","107","uxm31_full_tool.exe run tests_full\test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","113","uxm31_full_tool.exe uir tests_full\test20_fifo_char_order.uxm build\test20.uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","119","uxm31_full_tool.exe opt tests_full\test20_fifo_char_order.uxm build\test20.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","122","ide_run.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","125","tests_full\\test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","131","uxm31_full_tool.exe ide ide_run.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1009","uxm31_full_tool.exe run tests_full\test20_fifo_char_order.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1041","uxm31_full_tool.exe uir tests_full\test20_fifo_char_order.uxm build\test20.uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1047","uxm31_compiler_full.exe tests_full\test20_fifo_char_order.uxm build\test20.asm build\test20.uir.json build\test20.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1081","uxm31_full_tool.exe opt tests_full\test35_optimizer_visible_result.uxm build\test35.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1187","uxm31_compiler_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1201","uxm31_full_tool_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1322","uxm31_full_tool.exe run program.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1323","uxm31_full_tool.exe uir program.uxm build\program.uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1324","uxm31_full_tool.exe opt program.uxm build\program.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1325","uxm31_compiler_full.exe program.uxm build\program.asm build\program.uir.json build\program.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1326","nasm -f win64 build\program.asm -o build\program.obj"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1327","fbc uxm31_runtime_fb_full.bas build\program.obj -x build\program.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\uX_Minima_Kullanim Klavuzu.md","1328","build\program.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","132","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","133","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","134","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","135","nasm.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","136","fbc.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","165",".uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","219","program.uxm.map.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","297","uxm31_full_tool.exe run program.uxm"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","326","uxm31_full_tool.exe uir program.uxm build\program.uir.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","327","uxm31_full_tool.exe opt program.uxm build\program.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","348","uxm31_compiler_full.exe program.uxm build\program.asm build\program.uir.json build\program.opt.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","349","nasm -f win64 build\program.asm -o build\program.obj"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","350","fbc uxm31_runtime_fb_full.bas build\program.obj -x build\program.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","389","package.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","390","language-configuration.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","391","syntaxes/uxm.tmLanguage.json"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","393","src/extension.ts"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","395","uxm31_full_tool.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","396","uxm31_compiler_full.exe"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","397","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\ux_minimax_ide_tasarimi_dusuncesi.md","398","README.md"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\UX-FP V1\Decimal_FP_Sistemi.md","790","0..bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_fb\UX-FP V1\Decimal_FP_Sistemi.md","1075","uxm31_runtime_fb_full.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_depr_log.txt","1",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_depr_log.txt","4",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_depr_log.txt","7",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_depr_log.txt","10",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_depr_log.txt","13",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_depr_log.txt","16",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_depr_log.txt","19",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_depr_log.txt","22",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_depr_log.txt","25",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_depr_log.txt","28",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_depr_log.txt","31",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_log.txt","1",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_log.txt","2",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_log.txt","3",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_log.txt","4",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_log.txt","5",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_log.txt","6",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_log.txt","7",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_log.txt","8",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_log.txt","9",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_log.txt","10",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_clean_log.txt","11",".\uxm31_compiler_fb.clean.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_compiler_now.txt","1",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_compiler_now.txt","4",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_compiler_now.txt","7",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_compiler_now.txt","10",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_compiler_now.txt","13",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_compiler_now.txt","16",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_compiler_now.txt","19",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_compiler_now.txt","22",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_compiler_now.txt","25",".\uxm31_compiler_fb.bas"
"C:\Users\mete\Downloads\uxminima\ux_minima_x64_v31_full\build_compiler_now.txt","28",".\uxm31_compiler_fb.bas"
